 format: day,hour,forecast,value  location:102_83 Start : 20150301 
 1,0200,+4,10.000000 
 1,0200,+7,0.000000 
 1,0200,+10,0.000000 
 1,0200,+13,0.000000 
 1,0200,+16,0.000000 
 1,0200,+19,0.000000 
 1,0200,+22,0.000000 
 1,0200,+25,0.000000 
 1,0200,+28,0.000000 
 1,0200,+31,0.000000 
 1,0200,+34,0.000000 
 1,0200,+37,10.000000 
 1,0200,+40,20.000000 
 1,0200,+43,30.000000 
 1,0200,+46,30.000000 
 1,0200,+49,61.000000 
 1,0200,+52,61.000000 
 1,0200,+55,29.000000 
 1,0200,+58,30.000000 
 1,0200,+61,19.000000 
 1,0500,+4,0.000000 
 1,0500,+7,0.000000 
 1,0500,+10,0.000000 
 1,0500,+13,0.000000 
 1,0500,+16,0.000000 
 1,0500,+19,0.000000 
 1,0500,+22,0.000000 
 1,0500,+25,0.000000 
 1,0500,+28,0.000000 
 1,0500,+31,0.000000 
 1,0500,+34,10.000000 
 1,0500,+37,20.000000 
 1,0500,+40,30.000000 
 1,0500,+43,30.000000 
 1,0500,+46,61.000000 
 1,0500,+49,61.000000 
 1,0500,+52,29.000000 
 1,0500,+55,30.000000 
 1,0500,+58,19.000000 
 1,0800,+4,0.000000 
 1,0800,+7,0.000000 
 1,0800,+10,0.000000 
 1,0800,+13,0.000000 
 1,0800,+16,0.000000 
 1,0800,+19,0.000000 
 1,0800,+22,0.000000 
 1,0800,+25,0.000000 
 1,0800,+28,0.000000 
 1,0800,+31,10.000000 
 1,0800,+34,20.000000 
 1,0800,+37,20.000000 
 1,0800,+40,30.000000 
 1,0800,+43,61.000000 
 1,0800,+46,61.000000 
 1,0800,+49,28.000000 
 1,0800,+52,20.000000 
 1,0800,+55,10.000000 
 1,1100,+4,0.000000 
 1,1100,+7,0.000000 
 1,1100,+10,0.000000 
 1,1100,+13,0.000000 
 1,1100,+16,0.000000 
 1,1100,+19,0.000000 
 1,1100,+22,0.000000 
 1,1100,+25,0.000000 
 1,1100,+28,10.000000 
 1,1100,+31,20.000000 
 1,1100,+34,20.000000 
 1,1100,+37,30.000000 
 1,1100,+40,61.000000 
 1,1100,+43,61.000000 
 1,1100,+46,28.000000 
 1,1100,+49,20.000000 
 1,1100,+52,10.000000 
 1,1400,+4,0.000000 
 1,1400,+7,0.000000 
 1,1400,+10,0.000000 
 1,1400,+13,0.000000 
 1,1400,+16,0.000000 
 1,1400,+19,0.000000 
 1,1400,+22,0.000000 
 1,1400,+25,10.000000 
 1,1400,+28,20.000000 
 1,1400,+31,20.000000 
 1,1400,+34,30.000000 
 1,1400,+37,61.000000 
 1,1400,+40,61.000000 
 1,1400,+43,28.000000 
 1,1400,+46,20.000000 
 1,1400,+49,10.000000 
 1,1700,+4,0.000000 
 1,1700,+7,0.000000 
 1,1700,+10,0.000000 
 1,1700,+13,0.000000 
 1,1700,+16,0.000000 
 1,1700,+19,0.000000 
 1,1700,+22,10.000000 
 1,1700,+25,20.000000 
 1,1700,+28,20.000000 
 1,1700,+31,30.000000 
 1,1700,+34,61.000000 
 1,1700,+37,61.000000 
 1,1700,+40,28.000000 
 1,1700,+43,20.000000 
 1,1700,+46,10.000000 
 1,2000,+4,0.000000 
 1,2000,+7,0.000000 
 1,2000,+10,0.000000 
 1,2000,+13,0.000000 
 1,2000,+16,1.000000 
 1,2000,+19,10.000000 
 1,2000,+22,20.000000 
 1,2000,+25,20.000000 
 1,2000,+28,30.000000 
 1,2000,+31,30.000000 
 1,2000,+34,30.000000 
 1,2000,+37,30.000000 
 1,2000,+40,20.000000 
 1,2000,+43,10.000000 
 1,2000,+46,0.000000 
 1,2000,+49,0.000000 
 1,2000,+52,0.000000 
 1,2000,+55,0.000000 
 1,2000,+58,0.000000 
 1,2000,+61,0.000000 
 1,2000,+64,0.000000 
 1,2000,+67,0.000000 
 1,2300,+4,0.000000 
 1,2300,+7,0.000000 
 1,2300,+10,0.000000 
 1,2300,+13,1.000000 
 1,2300,+16,10.000000 
 1,2300,+19,20.000000 
 1,2300,+22,20.000000 
 1,2300,+25,30.000000 
 1,2300,+28,30.000000 
 1,2300,+31,30.000000 
 1,2300,+34,30.000000 
 1,2300,+37,20.000000 
 1,2300,+40,10.000000 
 1,2300,+43,0.000000 
 1,2300,+46,0.000000 
 1,2300,+49,0.000000 
